testcase,ruleId,file,line
BenchmarkTest01885,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01885.java,72
BenchmarkTest01887,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01887.java,72
BenchmarkTest01888,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01888.java,72
BenchmarkTest01889,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01889.java,72
BenchmarkTest01890,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01890.java,72
BenchmarkTest01891,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01891.java,72
BenchmarkTest01962,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01962.java,59
BenchmarkTest01964,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01964.java,57
BenchmarkTest01967,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01967.java,58
BenchmarkTest01970,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01970.java,58
BenchmarkTest01971,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01971.java,58
BenchmarkTest01972,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01972.java,58
BenchmarkTest01973,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01973.java,58
BenchmarkTest02087,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02087.java,61
BenchmarkTest02088,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02088.java,62
BenchmarkTest02090,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02090.java,58
BenchmarkTest02091,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02091.java,59
BenchmarkTest02092,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02092.java,60
BenchmarkTest02093,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02093.java,60
BenchmarkTest02094,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02094.java,60
BenchmarkTest02095,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02095.java,60
BenchmarkTest02096,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02096.java,60
BenchmarkTest02097,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02097.java,60
BenchmarkTest02098,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02098.java,60
BenchmarkTest02099,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02099.java,60
BenchmarkTest02169,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02169.java,55
BenchmarkTest02170,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02170.java,55
BenchmarkTest02171,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02171.java,55
BenchmarkTest02173,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02173.java,55
BenchmarkTest02175,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02175.java,51
BenchmarkTest02177,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02177.java,52
BenchmarkTest02178,java/sql-injection,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02178.java,51
